monthly_income,time_of_month,savings,guests
2380,16,high,1
6100,20,medium,0
2533,20,medium,0
6114,31,high,0
3606,5,low,0
8816,11,high,0
7863,29,low,0
9729,12,high,0
3449,4,high,0
1166,2,medium,0
9250,24,medium,0
2349,24,medium,0
4452,18,high,0
5685,16,high,0
4929,4,high,0
2871,28,medium,1
4405,13,medium,0
6505,15,high,0
4185,18,medium,0
1772,20,high,0
5837,23,high,0
2402,11,low,0
1784,7,high,0
2414,9,low,0
